Species,Date,Count,Observer,Location,Comments
WOOD SANDPIPER Tringa glareola,2005-01-02,1,(AC/AVC/GYY/KK/LKK/AOY/TIL/TSK),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-01-09,6,(DA/NK/LKS/JR),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-02-12,2,(DA/NK/LKS),Lorong Halus,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-02-20,2,(AC),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-02-28,4,(DAH/LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-02,10,(AF/LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-07,10,(LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-14,6,(AC),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-21,2,(LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-16,3,(AC),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-18,2,(LKS),Lorong Halus,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
WOOD SANDPIPER Tringa glareola,2005-03-29,4,(LKS),Lorong Halus,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
TEREK SANDPIPER Jringa cinerea,2005-01-07,3,(DA/LKS),SBWR,"3 at SBWR, 7/1 (DA/LKS)."
RUDDY TURNSTONE Arenaria interpres,2005-01-07,2,(DA/LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
RUDDY TURNSTONE Arenaria interpres,2005-01-19,1,(LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
RUDDY TURNSTONE Arenaria interpres,2005-01-28,3,(LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
RUDDY TURNSTONE Arenaria interpres,2005-02-13,1,(LKS),Changi North,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
RUDDY TURNSTONE Arenaria interpres,2005-02-20,3,(DAH/LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-01-07,400,(DA/LKS),SBWR,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-01-19,200,(LKS),SBWR,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-01-28,200,(LKS),SBWR,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-01-28,250,(LKS),Sungei Mandai,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
LITTLE RINGED PLOVER Charadrius dubius,2005-01-16,1,(DA/NK/LKS),Lorong Halus,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-01-30,2,(LKS/LBW),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-13,2,(LKS),Changi North,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-26,6,(AF/LKS),Changi North,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-14,2,(LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-19,1,(AC),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-21,1,(DAH/LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-25,1,(LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
LITTLE RINGED PLOVER Charadrius dubius,2005-02-28,1,(AF/LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
GREAT CRESTED TERN Sterna bergii,2005-01-02,1,(DA/NK/LKS/JR),Pulau Ubin,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
GREAT CRESTED TERN Sterna bergii,2005-01-09,2,(DA/NK/LKS/JR),Punggol,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
GREAT CRESTED TERN Sterna bergii,2005-01-28,1,(LKS),Sungei Mandai,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
GREAT CRESTED TERN Sterna bergii,2005-01-28,13,(LKS),Kranji Nature Trail,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
LESSER CRESTED TERN Sterna bengalensis,2005-01-02,2,(DA/NK/LKS/JR),Pulau Ubin,"2 off Pulau Ubin jetty, 2/1 (DA/NK/LKS/JR)."
OSPREY Pandion haliaetus,2005-01-23,1,(DA/NK/LKS/JR),Seletar Island,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
OSPREY Pandion haliaetus,2005-02-05,1,(HHC/KSK/LKK/CN/TSK/YCK),Khatib Bongsu,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
OSPREY Pandion haliaetus,2005-02-14,1,(LKS/LBW),Lower Seletar Dam,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
OSPREY Pandion haliaetus,2005-03-29,1,(LKS),Neo Tiew,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
BLACK BAZA Aviceda leuphotes,2005-01-01,1,(LKS),Punggol,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
BLACK BAZA Aviceda leuphotes,2005-01-09,3,(DA/NK/LKS/JR),Punggol,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
BLACK BAZA Aviceda leuphotes,2005-01-02,6,(DA/NK/LKS/JR),Pulau Ubin,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
BLACK BAZA Aviceda leuphotes,2005-01-18,4,(LKS),Dairy Farm Road,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
BLACK BAZA Aviceda leuphotes,2005-01-23,24,(DA/NK/LKS/JR),Khatib Bongsu,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
BLACK BAZA Aviceda leuphotes,2005-01-28,2,(LKS),Neo Tiew Crescent,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
BLACK BAZA Aviceda leuphotes,2005-01-30,22,(LKS/JR),Malcolm Park,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
