English name,Scientific name,Date,Count,Observer,Location,Comments
Wood Sandpiper,Tringa glareola,2/1/2005,1,(AC/AVC/GYY/KK/LKK/AOY/TIL/TSK),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,9/1/2005,6,(DA/NK/LKS/JR),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,12/2/2005,2,(DA/NK/LKS),Lorong Halus,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,20/2/2005,2,(AC),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,28/2/2005,4,(DAH/LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,2/3/2005,10,(AF/LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,7/3/2005,10,(LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,14/3/2005,6,(AC),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,21/3/2005,2,(LKS),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,16/3/2005,3,(AC),Punggol,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,18/3/2005,2,(LKS),Lorong Halus,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Wood Sandpiper,Tringa glareola,29/3/2005,4,(LKS),Lorong Halus,"At Punggol, 1 was seen on 2/1 (AC/AVC/GYY/KK/LKK/AOY/TIL/TSK) and 6 on 9/1 (DA/NK/LKS/JR).  Also 2 at Lorong Halus, 16/] (DA/NK/LKS).  At Punggol, 2 were seen on 12/2 (AC), 4 on 20/2 (DAH/LKS) and 10 on 28/2 (AF/LKS).  At Punggol, 10 were seen on 2/3 (LKS), 6 on 7/3 (AC), 2 on 14/3 (LKS) and 3 on 21/3 (AC). At Lorong  Halus, 2 were seen on 16/3 (LKS) and 4 on 18/3 (LKS). 5 seen at Neo Tiew Lane 2 on 29/3 (LKS)."
Terek Sandpiper,Xenus cinereus,7/1/2005,3,(DA/LKS),SBWR,"3 at SBWR, 7/1 (DA/LKS)."
Ruddy Turnstone,Arenaria interpres,7/1/2005,2,(DA/LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
Ruddy Turnstone,Arenaria interpres,19/1/2005,1,(LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
Ruddy Turnstone,Arenaria interpres,28/1/2005,3,(LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
Ruddy Turnstone,Arenaria interpres,13/2/2005,1,(LKS),Changi North,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
Ruddy Turnstone,Arenaria interpres,20/2/2005,3,(DAH/LKS),SBWR,"At SBWR, 2 were seen on 7/1 (DA/LKS), 1 on 19/1 (LKS) and 3 on 28/1 (LKS).  1 at Changi North, 13/2 (LKS). 3 at SBWR, 20/2 (DAH/LKS)"
Pacific Golden-Plover,Pluvialis fulva,7/1/2005,400,(DA/LKS),SBWR,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
Pacific Golden-Plover,Pluvialis fulva,19/1/2005,200,(LKS),SBWR,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
Pacific Golden-Plover,Pluvialis fulva,28/1/2005,200,(LKS),SBWR,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
Pacific Golden-Plover,Pluvialis fulva,28/1/2005,250,(LKS),Sungei Mandai,"At SBWR, 400 were counted on 7/1 (DA/LKS), 200 on 19/1 (LKS) and 200 on 28/1 (LKS). 250 were also  counted at Sungei Mandai, 28/1 (LKS)."
Little Ringed Plover,Charadrius dubius,16/1/2005,1,(DA/NK/LKS),Lorong Halus,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,30/1/2005,2,(LKS/LBW),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,13/2/2005,2,(LKS),Changi North,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,26/2/2005,6,(AF/LKS),Changi North,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,14/2/2005,2,(LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,19/2/2005,1,(AC),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,21/2/2005,1,(DAH/LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,25/2/2005,1,(LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Little Ringed Plover,Charadrius dubius,28/2/2005,1,(AF/LKS),Punggol,"1 at Lorong Halus, 16/1 (DA/NK/LKS) and 2 at Punggol, 30/1 (LKS/LBW).  At Changi North, 2 were seen on 13/2 (LKS) and 6 on 26/2 (AF/LKS). At Punggol, 2 were seen on 14/2 (LKS), 1 on 119/2 (AC), and a summer male on 21/2 (DAH/LKS), 25/2 (LKS) and 28/2 (AF/LKS).  -16-   Singapore Avifauna Volume 1 9 No. I"
Great Crested Tern,Thalasseus bergii,2/1/2005,1,(DA/NK/LKS/JR),Pulau Ubin,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
Great Crested Tern,Thalasseus bergii,9/1/2005,2,(DA/NK/LKS/JR),Punggol,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
Great Crested Tern,Thalasseus bergii,28/1/2005,1,(LKS),Sungei Mandai,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
Great Crested Tern,Thalasseus bergii,28/1/2005,13,(LKS),Kranji Nature Trail,"1 seen off Pulau Ubin, 2/1 (DA/NK/LKS/JR), 2 at Punggol, 9/1 (DA/NK/LKS/JR), | at Sungei Mandai,  28/1 (LKS) and 13 off Kranji Nature Trail, 28/1 (LKS)."
Lesser Crested Tern,Thalasseus bengalensis,2/1/2005,2,(DA/NK/LKS/JR),Pulau Ubin,"2 off Pulau Ubin jetty, 2/1 (DA/NK/LKS/JR)."
Osprey,Pandion haliaetus,23/1/2005,1,(DA/NK/LKS/JR),Seletar Island,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
Osprey,Pandion haliaetus,5/2/2005,1,(HHC/KSK/LKK/CN/TSK/YCK),Khatib Bongsu,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
Osprey,Pandion haliaetus,14/2/2005,1,(LKS/LBW),Lower Seletar Dam,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
Osprey,Pandion haliaetus,29/3/2005,1,(LKS),Neo Tiew,"1 seen flying over Seletar Island, 23/1 (DA/NK/LKS/JR).  1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK).1 at Lower Seletar Dam, 14/2 (LKS/LBW).  1 at Neo Tiew Lane 2 on 29/3 (LKS)."
Black Baza,Aviceda leuphotes,1/1/2005,1,(LKS),Punggol,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,9/1/2005,3,(DA/NK/LKS/JR),Punggol,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,2/1/2005,6,(DA/NK/LKS/JR),Pulau Ubin,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,18/1/2005,4,(LKS),Dairy Farm Road,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,23/1/2005,24,(DA/NK/LKS/JR),Khatib Bongsu,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,28/1/2005,2,(LKS),Neo Tiew Crescent,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,30/1/2005,22,(LKS/JR),Malcolm Park,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
Black Baza,Aviceda leuphotes,16/1/2005,3,(DA/AC/HBS/NK/LY/LKS/TPL),Kukup Laut,"At Punggol, 1 was seen on 1/1 (LKS) and 3 on 9/1 (DA/NK/LKS/JR). 6 on Pulau Ubin, 2/1  (DA/NK/LKS/JR), 4 at Dairy Farm Road, 18/1 (LKS), 24 at Khatib Bongsu, 23/1 (DA/NK/LKS/JR), 2 over Neo Tiew Crescent, 28/1 (LKS) and 22 at Malcolm Park, 30/1 (LKS/JR).  3 seen at Kukup Laut, 16/1 (DA/AC/HBS/NK/LY/LKS/TPL).   1 at Khatib Bongsu, 5/2 (HHC/KSK/LKK/CN/TSK/YCK), 1 at Punggol, 13/2 (LKS), 30 circling over Woodlands Street 81 in the early morning thermals on 15/2 (SA/LKS), 1 at Hindhede Nature Park, 16/2 (LKS), I at Punggol, 18/2 (LKS) and 25/2 (HHC/JL), 3 on Pulau Ubin, 20/2 (DAHI/LKS), 1 over Dairy Farm Road, 24/2 (LKS) and 3 at Holland Woods, 27/2 (HHC/JL).   1 in an Albizia clump at Simpang Grassland, 11/3 (HHC/JL), 1 at Bukit Batok Road, 13/3 (DA/NK/LKS/LBW/JR) and 1 at Neo Tiew Lane 2, 20/3 (AC/KK/AOY)."
